"ID","Name","Disorder class","Type"
"D1259","Prekallikrein_deficiency","Hematological","Disease"
"D1260","Premature_ovarian_failure","Renal","Disease"
"D1261","Primary_lateral_sclerosis","Neurological","Disease"
"D1263","Prion_disease_with_protracted_course","Neurological","Disease"
"D1265","Progressive_external_ophthalmoplegia_with_mitochondrial_DNA_deletions","Ophthamological","Disease"
"D1266","Proguanil_poor_metabolizer","Metabolic","Disease"
"D1267","Prolactinoma,_hyperparathyroidism,_carcinoid_syndrome","Endocrine","Disease"
"D1268","Prolidase_deficiency","Connective_tissue_disorder","Disease"
"D1270","Properdin_deficiency","Immunological","Disease"
"D1271","Propionicacidemia","Metabolic","Disease"
"D1272","Prostate_cancer","Cancer","Disease"
"D1273","Protein_S_deficiency","Hematological","Disease"
"D1274","Proteinuria","Renal","Disease"
"D1276","Protoporphyria","Metabolic","Disease"
"D1277","Proud_syndrome","multiple","Disease"
"D1278","Pseudoachondroplasia","Skeletal","Disease"
"D1279","Pseudohermaphroditism,_male","Developmental","Disease"
"D1281","Pseudohypoaldosteronism","Endocrine","Disease"
"D1282","Pseudohypoparathyroidism","Endocrine","Disease"
"D1283","Pseudovaginal_perineoscrotal_hypospadias","Unclassified","Disease"
"D1284","Pseudovitamin_D_deficiency_rickets_1","Bone","Disease"
"D1285","Pseudoxanthoma_elasticum","Connective_tissue_disorder","Disease"
"D1288","Psoraisis","Dermatological","Disease"
"D1291","Pulmonary_fibrosis","Respiratory","Disease"
"D1293","Pycnodysostosis","Skeletal","Disease"
"D1294","Pyloric_stenosis,_infantile_hypertrophic","Developmental","Disease"
"D1295","Pyogenic_sterile_arthritis,_pyoderma_gangrenosum,_and_acne","Dermatological","Disease"
"D1296","Pyropoikilocytosis","Hematological","Disease"
"D1297","Pyruvate_dehydrogenase_deficiency","Metabolic","Disease"
"D1298","Rabson-Mendenhall_syndrome","multiple","Disease"
"D1301","Radioulnar_synostosis_with_amegakaryocytic_thrombocytopenia","multiple","Disease"
"D1303","RAPADILINO_syndrome","multiple","Disease"
"D1304","Rapid_progression_to_AIDS_from_HIV1_infection","Immunological","Disease"
"D1305","Rapp-Hodgkin_syndrome","multiple","Disease"
"D1306","Red_hair/fair_skin","Dermatological","Disease"
"D1307","Refsum_disease","Neurological","Disease"
"D1308","Renal_cell_carcinoma","Cancer","Disease"
"D1309","Renpenning_syndrome","Neurological","Disease"
"D1311","Response_to_morphine-6-glucuronide","Neurological","Disease"
"D1312","Resting_heart_rate","Cardiovascular","Disease"
"D1314","Restrictive_dermopathy,_lethal","Dermatological","Disease"
"D1315","Retinal_cone_dsytrophy","Ophthamological","Disease"
"D1316","Retinitis_pigmentosa","Ophthamological","Disease"
"D1317","Retinoblastoma","Cancer","Disease"
"D1318","Retinol_binding_protein,_deficiency_of","Ophthamological","Disease"
"D1320","Retinoschisis","Ophthamological","Disease"
"D1321","Rett_syndrome","Neurological","Disease"
"D1322","Rhabdoid_tumors","Cancer","Disease"
"D1323","Rhabdomyosarcoma","Cancer","Disease"
"D1324","Rheumatoid_arthritis","Connective_tissue_disorder","Disease"
"D1325","Rhizomelic_chondrodysplasia_punctata","multiple","Disease"
"D1326","Rh-mod_syndrome","Hematological","Disease"
"D1327","Rh-negative_blood_type","Hematological","Disease"
"D1329","Ribose_5-phosphate_isomerase_deficiency","Metabolic","Disease"
"D1330","Rickets","Bone","Disease"
"D1331","Rieger_syndrome","multiple","Disease"
"D1332","Ring_dermoid_of_cornea","Ophthamological","Disease"
"D1333","Rippling_muscle_disease","Muscular","Disease"
"D1334","Roberts_syndrome","Developmental","Disease"
"D1335","Robinow_syndrome,_autosomal_recessive","multiple","Disease"
"D1337","Rokitansky-Kuster-Hauser_syndrome","Developmental","Disease"
"D1338","Rothmund-Thomson_syndrome","multiple","Disease"
"D1339","Roussy-Levy_syndrome","multiple","Disease"
"D1341","Rubenstein-Taybi_syndrome","multiple","Disease"
"D1344","Saethre-Chotzen_syndrome","Developmental","Disease"
"D1345","Salivary_adenoma","Cancer","Disease"
"D1346","Salla_disease","Metabolic","Disease"
"D1347","Sandhoff_disease,_infantile,_juvenile,_and_adult_forms","Metabolic","Disease"
"D1348","Sanfilippo_syndrome","Metabolic","Disease"
"D1349","Sarcoidosis","Immunological","Disease"
"D1350","Sarcoma,_synovial","Cancer","Disease"
"D1352","SARS,_progression_of","Immunological","Disease"
"D1354","Schimke_immunoosseous_dysplasia","Connective_tissue_disorder","Disease"
"D1355","Schindler_disease","Metabolic","Disease"
"D1357","Schizencephaly","Neurological","Disease"
"D1359","Schizophrenia","Psychiatric","Disease"
"D1360","Schwannomatosis","Cancer","Disease"
"D1361","Schwartz-Jampel_syndrome,_type_1","multiple","Disease"
"D1362","SCID","Immunological","Disease"
"D1363","Sclerosteosis","Skeletal","Disease"
"D1365","Scurvy","Nutritional","Disease"
"D1366","Sea-blue_histiocyte_disease","Hematological","Disease"
"D1367","Seasonal_affective_disorder","Psychiatric","Disease"
"D1368","Sebastian_syndrome","Hematological","Disease"
"D1369","Seckel_syndrome","Developmental","Disease"
"D1370","Segawa_syndrome","Neurological","Disease"
"D1371","Seizures","Neurological","Disease"
"D1372","Selective_T-cell_defect","Immunological","Disease"
"D1373","Self-healing_collodion_baby","Dermatological","Disease"
"D1374","SEMD,_Pakistani_type","Connective_tissue_disorder","Disease"
"D1375","Senior-Loken_syndrome","Renal","Disease"
"D1376","Sensory_ataxic_neuropathy,_dysarthria,_and_ophthalmoparesis","Ophthamological","Disease"
"D1377","Sepiapterin_reductase_deficiency","Metabolic","Disease"
"D1378","Sepsis","Immunological","Disease"
"D1380","Septooptic_dysplasia","multiple","Disease"
"D1381","Sertoli-cell-only_syndrome","Renal","Disease"
"D1383","Severe_combined_immunodeficiency","Immunological","Disease"
"D1384","Sex_reversal","Unclassified","Disease"
"D1385","Sezary_syndrome","Cancer","Disease"
"D1386","Shah-Waardenburg_syndrome","multiple","Disease"
"D1387","Short_stature","Skeletal","Disease"
"D1388","Shprintzen-Goldberg_syndrome","multiple","Disease"
"D1389","Shwachman-Diamond_syndrome","multiple","Disease"
"D1391","Sialidosis","Metabolic","Disease"
"D1392","Sialuria","Metabolic","Disease"
"D1393","Sickle_cell_anemia","Hematological","Disease"
"D1394","Sick_sinus_syndrome","Cardiovascular","Disease"
"D1396","Silver_spastic_paraplegia_syndrome","Neurological","Disease"
"D1397","Simpson-Golabi-Behmel_syndrome","multiple","Disease"
"D1398","Sitosterolemia","Metabolic","Disease"
"D1399","Situs_ambiguus","Developmental","Disease"
"D1400","Sjogren-Larsson_syndrome","Metabolic","Disease"
"D1401","Skin_fragility-woolly_hair_syndrome","Dermatological","Disease"
"D1403","Slow_acetylation","Metabolic","Disease"
"D1404","Slowed_nerve_conduction_velocity,_AD","Neurological","Disease"
"D1406","Small_patella_syndrome","Skeletal","Disease"
"D1408","SMED_Strudwick_type","Skeletal","Disease"
"D1409","Smith-Fineman-Myers_syndrome","multiple","Disease"
"D1410","Smith-Lemli-Opitz_syndrome","multiple","Disease"
"D1411","Smith-Magenis_syndrome","multiple","Disease"
"D1412","Smith-McCort_dysplasia","Skeletal","Disease"
"D1414","Solitary_median_maxillary_central_incisor","Skeletal","Disease"
"D1415","Somatotrophinoma","Endocrine","Disease"
"D1416","Sorsby_fundus_dystrophy","Ophthamological","Disease"
"D1417","Sotos_syndrome","Developmental","Disease"
"D1418","Spastic_ataxia/paraplegia","Neurological","Disease"
"D1419","Specific_language_impairment_QTL","Neurological","Disease"
"D1422","Spermatogenic_failure","Renal","Disease"
"D1423","Spherocytosis","Hematological","Disease"
"D1425","Spina_bifida","Developmental","Disease"
"D1426","Spinal_muscular_atrophy","Muscular","Disease"
"D1428","Spinocereballar_ataxia","Neurological","Disease"
"D1430","Split-hand/foot_malformation","Skeletal","Disease"
"D1432","Spondylocarpotarsal_synostosis_syndrome","Skeletal","Disease"
"D1433","Spondylocostal_dysostosis","Skeletal","Disease"
"D1435","Spondyloepiphyseal_dysplasia","Skeletal","Disease"
"D1436","Spondylometaphyseal_dysplasia","Skeletal","Disease"
"D1437","Squamous_cell_carcinoma","Cancer","Disease"
"D1438","Stapes_ankylosis_syndrome_without_symphalangism","multiple","Disease"
"D1439","Stargardt_disease","Ophthamological","Disease"
"D1440","Startle_disease","Neurological","Disease"
"D1441","STAT1_deficiency","Unclassified","Disease"
"D1442","Statins","Metabolic","Disease"
"D1444","Steatocystoma_multiplex","Dermatological","Disease"
"D1445","Stem-cell_leukemia/lymphoma_syndrome","Cancer","Disease"
"D1446","Stevens-Johnson_syndrome,_carbamazepine-induced","Dermatological","Disease"
"D1447","Stickler_syndrome","multiple","Disease"
"D1449","Stomach_cancer","Cancer","Disease"
"D1454","Stroke","Cardiovascular","Disease"
"D1455","Stuve-Wiedemann_syndrome/Schwartz-Jampel_type_2_syndrome","multiple","Disease"
"D1456","Subcortical_laminar_heterotopia","Neurological","Disease"
"D1457","Succinic_semialdehyde_dehydrogenase_deficiency","Metabolic","Disease"
"D1458","Sucrose_intolerance","Metabolic","Disease"
"D1459","Sudden_infant_death_with_dysgenesis_of_the_testes_syndrome","Unclassified","Disease"
"D1460","Sulfite_oxidase_deficiency","Metabolic","Disease"
"D1461","Superoxide_dismutase,_elevated_extracellular","Unclassified","Disease"
"D1462","Supranuclear_palsy","Neurological","Disease"
"D1463","Supravalvar_aortic_stenosis","Cardiovascular","Disease"
"D1464","Surfactant_deficiency","Respiratory","Disease"
"D1465","Sutherland-Haan_syndrome-like","multiple","Disease"
"D1466","Sweat_chloride_elevation_without_CF","Unclassified","Disease"
"D1467","Symphalangism,_proximal","Skeletal","Disease"
"D1468","Syndactyly","Skeletal","Disease"
"D1469","Synostoses_syndrome","multiple","Disease"
"D1470","Synpolydactyly","Skeletal","Disease"
"D1471","Systemic_lupus_erythematosus","Immunological","Disease"
"D1472","Tall_stature","Skeletal","Disease"
"D1473","Tangier_disease","Metabolic","Disease"
"D1475","Tarsal-carpal_coalition_syndrome","Skeletal","Disease"
"D1476","Tauopathy_and_respiratory_failure","Neurological","Disease"
"D1477","Tay-Sachs_disease","Metabolic","Disease"
"D1478","T-cell_lymphoblastic_leukemia","Cancer","Disease"
"D1480","Temperature-sensitive_apoptosis,_cellular","Unclassified","Disease"
"D1482","Tetra-amelia,_autosomal_recessive","multiple","Disease"
"D1483","Tetralogy_of_Fallot","Cardiovascular","Disease"
"D1486","Thalassemias","Hematological","Disease"
"D1490","Thanatophoric_dysplasia,_types_I_and_II","Skeletal","Disease"
"D1491","Thiamine-responsive_megaloblastic_anemia_syndrome","Hematological","Disease"
"D1493","Thrombocythemia","Hematological","Disease"
"D1494","Thrombocytopenia","Hematological","Disease"
"D1497","Thrombophilia","Hematological","Disease"
"D1502","Thymine-uraciluria","Metabolic","Disease"
"D1503","Thyroid_carcinoma","Cancer","Disease"
"D1504","Thyrotoxic_periodic_paralysis","Endocrine","Disease"
"D1505","Thyrotropin-releasing_hormone_deficiency","Endocrine","Disease"
"D1506","Thyroxine-binding_globulin_deficiency","Hematological","Disease"
"D1508","Tietz_syndrome","multiple","Disease"
"D1509","Timothy_syndrome","multiple","Disease"
"D1510","Toenail_dystrophy,_isolated","Dermatological","Disease"
"D1511","Tolbutamide_poor_metabolizer","Unclassified","Disease"
"D1514","Townes-Brocks_syndrome","multiple","Disease"
"D1515","Transaldolase_deficiency","Metabolic","Disease"
"D1516","Transcobalamin_II_deficiency","Hematological","Disease"
"D1518","Transient_bullous_of_the_newborn","Dermatological","Disease"
"D1519","Transposition_of_great_arteries,_dextro-looped","Developmental","Disease"
"D1520","Treacher_Collins_mandibulofacial_dysostosis","Developmental","Disease"
"D1521","Tremor,_familial_essential","Neurological","Disease"
"D1522","Trichodontoosseous_syndrome","multiple","Disease"
"D1524","Trichorhinophalangeal_syndrome","Developmental","Disease"
"D1525","Trichothiodystrophy","Dermatological","Disease"
"D1526","Trifunctional_protein_deficiency","Metabolic","Disease"
"D1528","Trismus-pseudocomptodactyly_syndrome","multiple","Disease"
"D1529","Tropical_calcific_pancreatitis","Gastrointestinal","Disease"
"D1530","Troyer_syndrome","Neurological","Disease"
"D1533","Tuberculosis","Respiratory","Disease"
"D1534","Tuberous_sclerosis","multiple","Disease"
"D1536","Turcot_syndrome","Cancer","Disease"
"D1538","Twinning,_dizygotic","Unclassified","Disease"
"D1540","Tyrosinemia","Metabolic","Disease"
"D1542","Ullrich_congenital_muscular_dystrophy","Muscular","Disease"
"D1543","Ulnar-mammary_syndrome","multiple","Disease"
"D1544","Unipolar_depression","Psychiatric","Disease"
"D1545","Unna-Thost_disease,_nonepidermolytic","Dermatological","Disease"
"D1550","Urolithiasise","Metabolic","Disease"
"D1551","Usher_syndrome","multiple","Disease"
"D1552","Uterine_leiomyoma","Cancer","Disease"
"D1553","UV-induced_skin_damage","Dermatological","Disease"
"D1554","van_Buchem_disease","Unclassified","Disease"
"D1555","VATER_association_with_hydrocephalus","multiple","Disease"
"D1556","Velocardiofacial_syndrome","multiple","Disease"
"D1557","Venous_thrombosis","Cardiovascular","Disease"
"D1558","Ventricular_tachycardia","Cardiovascular","Disease"
"D1559","Vertical_talus","Skeletal","Disease"
"D1562","Viral_infection","Immunological","Disease"
"D1563","Virilization","Developmental","Disease"
"D1565","Vitamin_K-dependent_coagulation_defect","Hematological","Disease"
"D1566","Vitelliform_macular_dystrophy","Ophthamological","Disease"
"D1570","VLCAD_deficiency","Metabolic","Disease"
"D1571","Vohwinkel_syndrome","multiple","Disease"
"D1572","von_Hippel-Lindau_syndrome","Cancer","Disease"
"D1573","Waardenburg-Shah_syndrome","multiple","Disease"
"D1574","Waardenburg_syndrome","multiple","Disease"
"D1575","Wagner_syndrome","Ophthamological","Disease"
"D1576","WAGR_syndrome","multiple","Disease"
"D1578","Walker-Warburg_syndrome","multiple","Disease"
"D1580","Warfarin_resistance/sensitivity","Hematological","Disease"
"D1581","Watson_syndrome","Cancer","Disease"
"D1582","Weaver_syndrome","Developmental","Disease"
"D1583","Wegener_granulomatosis","Immunological","Disease"
"D1585","Weill-Marchesani_syndrome","Connective_tissue_disorder","Disease"
"D1586","Weissenbacher-Zweymuller_syndrome","Connective_tissue_disorder","Disease"
"D1588","Werner_syndrome","multiple","Disease"
"D1589","Wernicke-Korsakoff_syndrome","Metabolic","Disease"
"D1590","Weyers_acrodental_dysostosis","Skeletal","Disease"
"D1591","WHIM_syndrome","Immunological","Disease"
"D1592","White_sponge_nevus","Connective_tissue_disorder","Disease"
"D1594","Williams-Beuren_syndrome","multiple","Disease"
"D1595","Wilms_tumor","Cancer","Disease"
"D1596","Wilson_disease","Metabolic","Disease"
"D1598","Wiskott-Aldrich_syndrome","Immunological","Disease"
"D1599","Witkop_syndrome","Developmental","Disease"
"D1600","Wolcott-Rallison_syndrome","Bone","Disease"
"D1601","Wolff-Parkinson-White_syndrome","Cardiovascular","Disease"
"D1603","Wolfram_syndrome","Metabolic","Disease"
"D1604","Wolman_disease","Metabolic","Disease"
"D1607","Xanthinuria,_type_I","Metabolic","Disease"
"D1608","Xeroderma_pigmentosum","Dermatological","Disease"
"D1610","X-inactivation,_familial_skewed","Unclassified","Disease"
"D1611","XLA_and_isolated_growth_hormone_deficiency","Immunological","Disease"
"D1613","Yellow_nail_syndrome","Immunological","Disease"
"D1614","Yemenite_deaf-blind_hypopigmentation_syndrome","multiple","Disease"
"D1615","Zellweger_syndrome","multiple","Disease"
"D1617","Zlotogora-Ogur_syndrome","multiple","Disease"
"D2053","Adrenal_adenoma","Cancer","Disease"
"D2054","Adrenal_cortical_carcinoma","Cancer","Disease"
"D2055","Adrenocortical_insufficiency","Endocrine","Disease"
"D2074","Alcohol_intolerance","Metabolic","Disease"
"D2112","Aneurysm,_familial_arterial","Unclassified","Disease"
"D2174","Autoimmune_thyroid_disease","Endocrine","Disease"
"D2188","Basal_cell_nevus_syndrome","multiple","Disease"
"D2265","Carcinoid_tumor_of_lung","Cancer","Disease"
"D2287","Central_core_disease","Muscular","Disease"
"D2291","Cerebral_arteriopathy_with_subcortical_infarcts_and_leukoencephalopathy","Cardiovascular","Disease"
"D2315","Chondrodysplasia,_Grebe_type","Skeletal","Disease"
"D2327","Chronic_infections,_due_to_opsonin_defect","Immunological","Disease"
"D2344","Cold-induced_sweating_syndrome","multiple","Disease"
"D2350","Combined_hyperlipemia","Metabolic","Disease"
"D2354","Congenital_bilateral_absence_of_vas_deferens","Unclassified","Disease"
"D2365","Coronary_spasms","Cardiovascular","Disease"
"D2385","Creatine_deficiency_syndrome,_X-linked","Neurological","Disease"
"D2427","Diabetes_insipidus","Endocrine","Disease"
"D2440","DNA_ligase_I_deficiency","multiple","Disease"
"D2584","Giant_cell_hepatitis","Gastrointestinal","Disease"
"D2628","Growth_retardation","Developmental","Disease"
"D2669","Hereditary_persistence_of_fetal_hemoglobin","Hematological","Disease"
"D2785","Hypoplastic_left_heart_syndrome","Cardiovascular","Disease"
"D2903","Lipoid_proteinosis","Metabolic","Disease"
"D2937","Macular_dystrophy","Ophthamological","Disease"
"D2969","Medullary_thyroid_carcinoma","Cancer","Disease"
"D3016","Mitochondrial_DNA_depletion_myopathy","Muscular","Disease"
"D3037","Multiple_cutaneous_and_uterine_leiomyomata","Cancer","Disease"
"D3079","Neonatal_ichthyosis-sclerosing_cholangitis_syndrome","multiple","Disease"
"D3144","Optic_nerve_coloboma_with_renal_disease","multiple","Disease"
"D3171","Ovarian_dysgenesis","Endocrine","Disease"
"D3178","Pancreatic_agenesis","Gastrointestinal","Disease"
"D3195","Paroxysmal_nocturnal_hemoglobinuria","Hematological","Disease"
"D3212","Persistent_hyperinsulinemic_hypoglycemia_of_infancy","Metabolic","Disease"
"D3229","Pigmented_adrenocortical_disease,_primary_isolated","Cancer","Disease"
"D3232","Pituitary_anomalies_with_holoprosencephaly-like_features","multiple","Disease"
"D3241","Polycystic_liver_disease","Gastrointestinal","Disease"
"D3260","Premature_chromosome_condensation_with_microcephaly_and_mental_retardation","Neurological","Disease"
"D3308","Renal_glucosuria","Renal","Disease"
"D3419","Specific_granule_deficiency","Immunological","Disease"
"D3478","T-cell_immunodeficiency,_congenital_alopecia,_and_nail_dystrophy","Immunological","Disease"
"D3503","Thyroid_hormone_resistance","Endocrine","Disease"
"D3512","Total_iodide_organification_defect","Endocrine","Disease"
"D3554","van_der_Woude_syndrome","Developmental","Disease"
"D3558","Ventricular_fibrillation,_idiopathic","Cardiovascular","Disease"
"D3572","von_Willebrand_disease","Hematological","Disease"
"D4188","Basal_ganglia_disease","Neurological","Disease"
"D4289","Cerebellar_hypoplasia,_VLDLR-associated","Neurological","Disease"
"D4291","Cerebral_cavernous_malformations","Neurological","Disease"
"D4350","Combined_immunodeficiency","Immunological","Disease"
"D4354","Congenital_cataracts","Ophthamological","Disease"
"D4666","Hepatic_lipase_deficiency","Metabolic","Disease"
"D5016","Mitochondrial_DNA_depletion_syndrome","multiple","Disease"
"D5037","Multiple_malignancy_syndrome","Cancer","Disease"
"D5144","Optic_nerve_hypoplasia/aplasia","Ophthamological","Disease"
"D5170","Ovarian_hyperstimulation_syndrome","Endocrine","Disease"
"D5232","Pituitary_hormone_deficiency","Endocrine","Disease"
"D5233","Placental_steroid_sulfatase_deficiency","Metabolic","Disease"
"D5291","Pulmonary_hypertension,_familial_primary","Cardiovascular","Disease"
"D5308","Renal_hypoplasia,_isolated","Renal","Disease"
"D6291","Cerebral_dysgenesis,_neuropathy,_ichthyosis,_and_palmoplantar_keratoderma_syndrome","Neurological","Disease"
"D6350","Combined_oxidative_phosphorylation_deficiency","multiple","Disease"
"D7016","Mitochondrial_myopathy_and_sideroblastic_anemia","multiple","Disease"
"D7170","Ovarian_sex_cord_tumors","Cancer","Disease"
"D7232","Pituitary_tumor,_invasive","Cancer","Disease"
"D7308","Renal_tubular_acidosis","Renal","Disease"
"D8350","Combined_SAP_deficiency","Metabolic","Disease"
"D9037","Multiple_myeloma","Cancer","Disease"
"D9038","Multiple_sclerosis","Neurological","Disease"
"D9039","Multiple_sulfatase_deficiency","Metabolic","Disease"
"D9308","Renal_tubular_dysgenesis","Renal","Disease"
"2","A2M","Neurological","Gene"
"10","NAT2","Metabolic","Gene"
"12","SERPINA3","Grey","Gene"
"15","AANAT","Psychiatric","Gene"
"18","ABAT","Metabolic","Gene"
"19","ABCA1","Grey","Gene"
"21","ABCA3","Respiratory","Gene"
"22","ABCB7","Hematological","Gene"
"24","ABCA4","Ophthamological","Gene"
"25","ABL1","Cancer","Gene"
"28","ABO","Hematological","Gene"
"33","ACADL","Metabolic","Gene"
"34","ACADM","Metabolic","Gene"
"35","ACADS","Metabolic","Gene"
"36","ACADSB","Metabolic","Gene"
"37","ACADVL","Metabolic","Gene"
"38","ACAT1","Metabolic","Gene"
"43","ACHE","Hematological","Gene"
"58","ACTA1","Muscular","Gene"
"70","ACTC","Cardiovascular","Gene"
"71","ACTG1","Ear,Nose,Throat","Gene"
"81","ACTN4","Renal","Gene"
"89","ACTN3","Muscular","Gene"
"91","ACVR1B","Cancer","Gene"
"93","ACVR2B","Developmental","Gene"
"94","ACVRL1","Cardiovascular","Gene"
"100","ADA","Immunological","Gene"
"103","ADAR","Dermatological","Gene"
"118","ADD1","Cardiovascular","Gene"
"152","ADRA2C","Cardiovascular","Gene"
"153","ADRB1","Cardiovascular","Gene"
"154","ADRB2","Grey","Gene"
"155","ADRB3","Nutritional","Gene"
"158","ADSL","Metabolic","Gene"
"174","AFP","Hematological","Gene"
"175","AGA","Metabolic","Gene"
"176","AGC1","Skeletal","Gene"
"178","AGL","Metabolic","Gene"
"181","AGRP","Nutritional","Gene"
"182","JAG1","Grey","Gene"
"183","AGT","Grey","Gene"
"185","AGTR1","Grey","Gene"
"186","AGTR2","Neurological","Gene"
"189","AGXT","Metabolic","Gene"
"190","NR0B1","Endocrine","Gene"
"191","AHCY","Metabolic","Gene"
"203","AK1","Hematological","Gene"
"208","AKT2","Endocrine","Gene"
"210","ALAD","Metabolic","Gene"
"212","ALAS2","Hematological","Gene"
"213","ALB","Hematological","Gene"
"215","ABCD1","Grey","Gene"
"217","ALDH2","Metabolic","Gene"
"224","ALDH3A2","Metabolic","Gene"
"226","ALDOA","Metabolic","Gene"
"229","ALDOB","Metabolic","Gene"
"240","ALOX5","Grey","Gene"
"241","ALOX5AP","Cardiovascular","Gene"
"242","ALOX12B","Dermatological","Gene"
"249","ALPL","Grey","Gene"
"265","AMELX","Bone","Gene"
"268","AMH","Developmental","Gene"
"269","AMHR2","Developmental","Gene"
"270","AMPD1","Muscular","Gene"
"272","AMPD3","Hematological","Gene"
"275","AMT","Metabolic","Gene"
"286","ANK1","Hematological","Gene"
"287","ANK2","Cardiovascular","Gene"
"291","SLC25A4","Ophthamological","Gene"
"323","APBB2","Neurological","Gene"
"324","APC","Cancer","Gene"
"326","AIRE","Immunological","Gene"
"335","APOA1","Grey","Gene"
"336","APOA2","Metabolic","Gene"
"338","APOB","Metabolic","Gene"
"344","APOC2","Metabolic","Gene"
"345","APOC3","Metabolic","Gene"
"348","APOE","Grey","Gene"
"350","APOH","Metabolic","Gene"
"351","APP","Grey","Gene"
"353","APRT","Metabolic","Gene"
"355","FAS","Grey","Gene"
"356","FASLG","Immunological","Gene"
"358","AQP1","Grey","Gene"
"359","AQP2","Endocrine","Gene"
"360","AQP3","Hematological","Gene"
"367","AR","Grey","Gene"
"368","ABCC6","Connective_tissue_disorder","Gene"
"383","ARG1","Metabolic","Gene"
"401","PHOX2A","Ophthamological","Gene"
"405","ARNT","Cancer","Gene"
"410","ARSA","Neurological","Gene"
"411","ARSB","Metabolic","Gene"
"412","STS","Grey","Gene"
"415","ARSE","Connective_tissue_disorder","Gene"
"420","DO","Hematological","Gene"
"427","ASAH1","Metabolic","Gene"
"435","ASL","Metabolic","Gene"
"443","ASPA","Metabolic","Gene"
"445","ASS","Metabolic","Gene"
"462","SERPINC1","Hematological","Gene"
"463","ATBF1","Cancer","Gene"
"471","ATIC","Metabolic","Gene"
"472","ATM","Grey","Gene"
"477","ATP1A2","Neurological","Gene"
"478","ATP1A3","Neurological","Gene"
"486","FXYD2","Renal","Gene"
"487","ATP2A1","Muscular","Gene"
"488","ATP2A2","Dermatological","Gene"
"491","ATP2B2","Ear,Nose,Throat","Gene"
"525","ATP6V1B1","Renal","Gene"
"538","ATP7A","Grey","Gene"
"540","ATP7B","Metabolic","Gene"
"545","ATR","Developmental","Gene"
"546","ATRX","Grey","Gene"
"549","AUH","Metabolic","Gene"
"551","AVP","Endocrine","Gene"
"554","AVPR2","Grey","Gene"
"570","BAAT","Gastrointestinal","Gene"
"580","BARD1","Cancer","Gene"
"581","BAX","Cancer","Gene"
"582","BBS1","multiple","Gene"
"583","BBS2","multiple","Gene"
"585","BBS4","multiple","Gene"
"590","BCHE","Unclassified","Gene"
"593","BCKDHA","Metabolic","Gene"
"594","BCKDHB","Metabolic","Gene"
"595","CCND1","Cancer","Gene"
"596","BCL2","Cancer","Gene"
"605","BCL7A","Cancer","Gene"
"606","BCL8","Cancer","Gene"
"611","OPN1SW","Ophthamological","Gene"
"613","BCR","Cancer","Gene"
"617","BCS1L","Grey","Gene"
"627","BDNF","Grey","Gene"
"641","BLM","Cancer","Gene"
"642","BLMH","Neurological","Gene"
"657","BMPR1A","Cancer","Gene"
"658","BMPR1B","Skeletal","Gene"
"659","BMPR2","Cardiovascular","Gene"
"668","FOXL2","Grey","Gene"
"669","BPGM","Hematological","Gene"
"672","BRCA1","Cancer","Gene"
"673","BRAF","Cancer","Gene"
"675","BRCA2","Grey","Gene"
"682","BSG","Hematological","Gene"
"686","BTD","Metabolic","Gene"
"695","BTK","Grey","Gene"
"699","BUB1","Cancer","Gene"
"701","BUB1B","Cancer","Gene"
"710","SERPING1","Immunological","Gene"
"712","C1QA","Immunological","Gene"
"713","C1QB","Immunological","Gene"
"714","C1QG","Immunological","Gene"
"716","C1S","Immunological","Gene"
"717","C2","Immunological","Gene"
"718","C3","Immunological","Gene"
"720","C4A","Immunological","Gene"
"721","C4B","Immunological","Gene"
"729","C6","Immunological","Gene"
"730","C7","Immunological","Gene"
"732","C8B","Immunological","Gene"
"735","C9","Immunological","Gene"
"760","CA2","Renal","Gene"
"762","CA4","Ophthamological","Gene"
"773","CACNA1A","Neurological","Gene"
"775","CACNA1C","multiple","Gene"
"778","CACNA1F","Ophthamological","Gene"
"779","CACNA1S","Grey","Gene"
"785","CACNB4","Neurological","Gene"
"788","SLC25A20","Metabolic","Gene"
"796","CALCA","Bone","Gene"
"799","CALCR","Bone","Gene"
"825","CAPN3","Muscular","Gene"
"841","CASP8","Grey","Gene"
"843","CASP10","Grey","Gene"
"845","CASQ2","Cardiovascular","Gene"
"846","CASR","Endocrine","Gene"
"847","CAT","Hematological","Gene"
"859","CAV3","Grey","Gene"
"860","RUNX2","Skeletal","Gene"
"861","RUNX1","Grey","Gene"
"865","CBFB","Cancer","Gene"
"875","CBS","Grey","Gene"
"889","KRIT1","Grey","Gene"
"915","CD3D","Immunological","Gene"
"916","CD3E","Immunological","Gene"
"917","CD3G","Immunological","Gene"
"925","CD8A","Immunological","Gene"
"948","CD36","Grey","Gene"
"958","CD40","Immunological","Gene"
"959","CD40LG","Immunological","Gene"
"960","CD44","Hematological","Gene"
"966","CD59","Immunological","Gene"
"977","CD151","Renal","Gene"
"999","CDH1","Grey","Gene"
"1001","CDH3","Dermatological","Gene"
"1019","CDK4","Cancer","Gene"
"1028","CDKN1C","multiple","Gene"
"1029","CDKN2A","Cancer","Gene"
"1041","CDSN","Dermatological","Gene"
"1050","CEBPA","Cancer","Gene"
"1053","CEBPE","Immunological","Gene"
"1071","CETP","Grey","Gene"
"1075","CTSC","Grey","Gene"
"1080","CFTR","Grey","Gene"
